Player,Nation,Squad,Age,Min,ATK,Go,Ast,Touches,Interceptions,YellowCard
Jon Guridi,ESP,Real Sociedad,27.0,206,0.43,1,0,108,2,0
Raúl Guti,ESP,Elche,25.0,1627,0.0,0,0,944,35,4
Miguel Gutiérrez,ESP,Real Madrid,20.0,260,0.34,0,1,208,5,1
Kike Hermoso,ESP,Betis,22.0,90,1.0,1,0,72,1,0
Mario Hermoso,ESP,Atlético Madrid,26.0,1865,0.15000000000000002,2,1,1469,36,6
Luis Hernández,ESP,Cádiz,33.0,1366,0.0,0,0,856,22,5
Mario Hernández,ESP,Rayo Vallecano,23.0,395,0.23,1,0,255,10,3
Ander Herrera,ESP,Paris S-G,32.0,1091,0.42000000000000004,3,2,1170,24,2
Sergio Herrera,ESP,Osasuna,28.0,3240,0.0,0,0,1249,0,3
Robert Ibáñez,ESP,Osasuna,29.0,93,0.0,0,0,70,2,0
Vicente Iborra,ESP,Villarreal,34.0,1034,0.09,0,1,730,14,4
Iglesias,ESP,Getafe,23.0,719,0.13,0,1,443,18,1
Borja Iglesias,ESP,Betis,29.0,1573,0.57,10,0,519,7,4
Asier Illarramendi,ESP,Real Sociedad,32.0,374,0.0,0,0,325,10,1
Isco,ESP,Real Madrid,30.0,267,0.33,1,0,314,2,1
Jason,ESP,Alavés,27.0,678,0.13,0,1,307,11,1
Jason,ESP,Valencia,27.0,75,0.0,0,0,52,2,2
Álvaro Jiménez,ESP,Cádiz,27.0,234,0.0,0,0,113,2,0
Joaquín,ESP,Betis,40.0,471,0.19,0,1,342,6,0
Jofre,ESP,Espanyol,20.0,20,5.0,0,1,14,0,0
Joan Jordán,ESP,Sevilla,27.0,2514,0.04,0,1,2078,43,9
Josan,ESP,Elche,32.0,1211,0.37,2,3,702,18,2
Joselu,ESP,Alavés,32.0,3122,0.52,14,4,1523,11,0
Josema,ESP,Elche,25.0,183,0.0,0,0,83,3,0
Miguel Juan Llambrich,ESP,Espanyol,26.0,70,0.0,0,0,58,2,0
Juanmi,ESP,Betis,29.0,2131,0.8500000000000001,16,4,798,17,5
Jutglà,ESP,Barcelona,23.0,301,0.3,1,0,158,2,1
Kike,ESP,Osasuna,32.0,1862,0.29,5,1,799,10,2
Koke,ESP,Atlético Madrid,30.0,2508,0.11000000000000001,1,2,1976,30,6
Víctor Laguardia,ESP,Alavés,32.0,3042,0.15,3,2,1528,43,9
Aymeric Laporte,ESP,Manchester City,28.0,2828,0.13,4,0,3061,33,5
Latasa,ESP,Real Madrid,21.0,9,0.0,0,0,7,0,0
Toni Lato,ESP,Valencia,24.0,590,0.15,0,1,370,11,5
Iñigo Lekue,ESP,Athletic Club,29.0,1925,0.09,0,2,1433,37,3
Ruben Lendinez,ESP,Valencia,19.0,137,0.0,0,0,72,10,2
Pol Lirola,ESP,Marseille,24.0,1770,0.15000000000000002,1,2,1316,28,1
Javier Llabrés,ESP,Mallorca,19.0,132,0.0,0,0,81,0,0
Diego Llorente,ESP,Leeds United,28.0,2340,0.12,3,0,1646,61,7
Marcos Llorente,ESP,Atlético Madrid,27.0,2447,0.07,0,2,1582,42,5
Julen Lobete,ESP,Real Sociedad,21.0,284,0.63,2,0,116,0,0
David López,ESP,Espanyol,32.0,743,0.0,0,0,512,11,1
Diego López,ESP,Espanyol,40.0,3177,0.0,0,0,1246,0,4
Javi López,ESP,Alavés,20.0,462,0.0,0,0,281,10,2
Pau López,ESP,Marseille,27.0,2610,0.03,0,1,1375,0,4
Unai López,ESP,Rayo Vallecano,26.0,1160,0.0,0,0,954,21,5
José Luis Gayà,ESP,Valencia,27.0,1871,0.29000000000000004,2,4,1079,39,8
José Luis Morales,ESP,Levante,34.0,2719,0.66,13,7,1211,16,7
Luismi,ESP,Sevilla,21.0,13,0.0,0,0,13,0,0
Pablo Maffeo,ESP,Mallorca,24.0,2945,0.15,1,4,1764,72,10
Hugo Mallo,ESP,Celta Vigo,30.0,1826,0.1,1,1,1493,34,5
Javier Manquillo,ESP,Newcastle Utd,28.0,1257,0.21000000000000002,1,2,550,23,5
Óscar de Marcos,ESP,Athletic Club,33.0,1679,0.16,1,2,1280,25,5
José Mari,ESP,Cádiz,34.0,386,0.0,0,0,229,7,3
Pablo Marí,ESP,Udinese,28.0,1341,0.13,2,0,785,37,2
Pablo Marí,ESP,Arsenal,28.0,180,0.0,0,0,114,6,1
Mika Màrmol,ESP,Barcelona,19.0,1,0.0,0,0,0,0,0
Roger Martí,ESP,Levante,31.0,2115,0.43,7,3,696,6,8
Martín,ESP,Cádiz,23.0,115,0.0,0,0,60,3,1
Aarón Martín,ESP,Mainz 05,25.0,2292,0.08,1,1,1355,35,7
Ander Martin,ESP,Real Sociedad,21.0,88,0.0,0,0,62,3,0
Andrés Martín,ESP,Rayo Vallecano,22.0,186,0.0,0,0,54,3,0
Carlos Martín,ESP,Atlético Madrid,20.0,6,0.0,0,0,2,0,1
Iván Martín,ESP,Alavés,23.0,166,0.0,0,0,86,1,0
Iñigo Martínez,ESP,Athletic Club,31.0,2341,0.12,3,0,1490,57,9
Javi Martínez,ESP,Osasuna,22.0,879,0.2,1,1,512,17,1
Josep Martinez,ESP,RB Leipzig,24.0,90,0.0,0,0,23,0,0
Pablo Martínez,ESP,Levante,24.0,656,0.14,0,1,354,14,2
Omar Mascarell,ESP,Elche,29.0,2493,0.0,0,0,1463,41,6
Jaime Mata,ESP,Getafe,33.0,672,0.13,1,0,293,5,7
Juan Mata,ESP,Manchester Utd,34.0,235,0.0,0,0,241,2,0
Borja Mayoral,ESP,Roma,25.0,96,0.0,0,0,46,0,0
Borja Mayoral,ESP,Getafe,25.0,1044,0.61,6,1,384,9,3
Jordi Mboula,ESP,Mallorca,23.0,434,0.0,0,0,149,2,2
Óscar Melendo,ESP,Espanyol,24.0,990,0.0,0,0,558,3,0
Gonzalo Melero,ESP,Levante,28.0,1692,0.48,7,2,985,15,5
Tomás Mendes,ESP,Alavés,17.0,9,0.0,0,0,6,0,0
Brais Méndez,ESP,Celta Vigo,25.0,3021,0.27,4,5,2001,53,8
Édgar Méndez,ESP,Alavés,32.0,1614,0.12,1,1,642,16,6
Jorge Meré,ESP,Köln,25.0,490,0.0,0,0,365,13,2
Fran Mérida,ESP,Espanyol,32.0,266,0.0,0,0,201,3,2
Mikel Merino,ESP,Real Sociedad,25.0,2890,0.15,3,2,2177,37,8
Martín Merquelanz,ESP,Rayo Vallecano,26.0,173,0.0,0,0,93,0,0
Miguel,ESP,Alavés,22.0,829,0.22,1,1,291,2,2
Luis Milla,ESP,Granada,27.0,2693,0.2,3,3,1703,40,4
Pere Milla,ESP,Elche,29.0,1644,0.6,8,3,800,21,4
Santi Mina,ESP,Celta Vigo,26.0,2367,0.38,7,3,1018,15,4
Óscar Mingueza,ESP,Barcelona,23.0,894,0.1,0,1,841,13,2
Rafa Mir,ESP,Sevilla,24.0,1808,0.5,10,0,573,4,6
Jorge Miramón,ESP,Levante,32.0,1977,0.05,1,0,1259,45,5
Juan Miranda,ESP,Betis,22.0,783,0.23,0,2,611,13,3
Jorge Molina,ESP,Granada,40.0,1966,0.6900000000000001,10,5,745,6,2
Jon Moncayola,ESP,Osasuna,24.0,2915,0.15,2,3,1655,34,2
Monchu,ESP,Granada,22.0,668,0.0,0,0,425,3,3
Ángel Montoro,ESP,Granada,33.0,1331,0.14,1,1,797,12,5
Martín Montoya,ESP,Betis,31.0,518,0.17,0,1,390,12,2
Álvaro Morata,ESP,Juventus,29.0,2302,0.51,9,4,1036,16,5
Jon Morcillo,ESP,Athletic Club,23.0,54,0.0,0,0,42,0,2
Alberto Moreno,ESP,Villarreal,29.0,1223,0.37,3,2,784,36,3
Álex Moreno,ESP,Betis,28.0,2404,0.3,5,3,1806,49,3
Gerard Moreno,ESP,Villarreal,30.0,1191,0.91,9,3,639,7,2
Tete Morente,ESP,Elche,25.0,1632,0.34,3,3,829,17,4
Manu Morlanes,ESP,Espanyol,23.0,1144,0.16,2,0,765,22,6
Raúl Moro,ESP,Lazio,19.0,201,0.45,0,1,113,1,0
Loren Morón,ESP,Espanyol,28.0,563,0.16,1,0,185,1,0
Loren Morón,ESP,Betis,28.0,4,0.0,0,0,0,0,0
Toni Moya,ESP,Alavés,24.0,1386,0.06,0,1,761,26,2
Iker Muniain,ESP,Athletic Club,29.0,2785,0.45,4,10,1915,22,3
Aihen Muñoz,ESP,Real Sociedad,24.0,1342,0.0,0,0,929,26,4
Nacho,ESP,Real Madrid,32.0,1555,0.17,3,0,1187,37,7
Roberto Navarro,ESP,Real Sociedad,20.0,199,0.0,0,0,128,1,0
Ximo Navarro,ESP,Alavés,32.0,1347,0.0,0,0,786,30,4
Jesús Navas,ESP,Sevilla,36.0,1786,0.15,0,3,1570,25,4
Álvaro Negredo,ESP,Cádiz,36.0,2157,0.37,7,2,786,9,3
Carlos Neva,ESP,Granada,25.0,2108,0.0,0,0,1216,51,1
Saúl Ñíguez,ESP,Chelsea,27.0,480,0.0,0,0,431,14,1
Saúl Ñíguez,ESP,Atlético Madrid,27.0,201,0.45,0,1,143,2,0
Fernando Niño,ESP,Mallorca,21.0,884,0.2,2,0,341,4,2
Peru Nolaskoain,ESP,Athletic Club,23.0,1,0.0,0,0,0,0,0
Nolito,ESP,Celta Vigo,35.0,1384,0.13,2,0,729,12,2
Hugo Novoa,ESP,RB Leipzig,19.0,136,0.67,1,0,78,4,0
Unai Núñez,ESP,Athletic Club,25.0,622,0.0,0,0,408,10,2
Álvaro Odriozola,ESP,Fiorentina,26.0,1733,0.15000000000000002,1,2,1202,28,4
Oier Olazábal,ESP,Espanyol,32.0,135,0.0,0,0,46,0,0
Brian Oliván,ESP,Mallorca,28.0,2189,0.04,1,0,1233,37,7
Dani Olmo,ESP,RB Leipzig,24.0,743,0.72,3,3,473,11,2
Javier Ontiveros,ESP,Osasuna,24.0,39,0.0,0,0,41,0,0
Pedro Ortiz,ESP,Sevilla,21.0,7,0.0,0,0,12,0,0
Mikel Oyarzabal,ESP,Real Sociedad,25.0,1671,0.64,9,3,871,16,0
Fernando Pacheco,ESP,Alavés,30.0,3053,0.0,0,0,1109,0,1
Jon Pacheco,ESP,Real Sociedad,21.0,381,0.0,0,0,271,7,1
Gavi Paez,ESP,Barcelona,17.0,2316,0.27,2,5,1637,34,11
Isaac Palazón Camacho,ESP,Rayo Vallecano,27.0,2288,0.24,2,4,1302,23,7
Rubén Pardo,ESP,Bordeaux,29.0,6,0.0,0,0,1,0,0
Daniel Parejo,ESP,Villarreal,33.0,2704,0.4,2,10,2371,33,3
Raúl Parra,ESP,Cádiz,22.0,88,0.0,0,0,37,2,0
Patric,ESP,Lazio,29.0,1649,0.1,1,1,1554,24,7
Alfonso Pedraza,ESP,Villarreal,26.0,1701,0.42,4,4,1257,55,2
Pedri,ESP,Barcelona,19.0,885,0.41000000000000003,3,1,730,11,0
Pedro,ESP,Lazio,34.0,2033,0.5800000000000001,9,4,1186,18,5
Pedrosa,ESP,Espanyol,24.0,2720,0.06,1,1,1686,54,8
Rubén Peña,ESP,Villarreal,30.0,132,0.0,0,0,83,6,1
Alberto Perea,ESP,Cádiz,31.0,777,0.12,0,1,506,18,2
Victor Perea,ESP,Espanyol,22.0,4,0.0,0,0,0,0,0
Ayoze Pérez,ESP,Leicester City,28.0,445,1.02,2,3,246,9,0
Carles Pérez,ESP,Roma,24.0,554,0.32,1,1,331,3,2
Iñigo Pérez,ESP,Osasuna,34.0,338,0.26,1,0,171,3,0
Juan Pérez,ESP,Osasuna,25.0,180,0.0,0,0,46,0,0
Kike Pérez,ESP,Elche,25.0,519,0.34,2,0,320,5,1
Lucas Pérez,ESP,Elche,33.0,1266,0.21000000000000002,2,1,495,5,0
Lucas Pérez,ESP,Cádiz,33.0,1060,0.42000000000000004,3,2,455,2,1
Alex Petxa,ESP,Athletic Club,25.0,412,0.0,0,0,328,10,4
Tomás Pina Isla,ESP,Alavés,34.0,1444,0.0,0,0,727,23,4
Yeremi Pino,ESP,Villarreal,19.0,1678,0.54,6,4,807,19,2
Gerard Piqué,ESP,Barcelona,35.0,2092,0.04,1,0,1887,35,10
Pere Pons,ESP,Alavés,29.0,1366,0.07,1,0,530,8,2
Portu,ESP,Real Sociedad,30.0,1590,0.16999999999999998,1,2,673,11,5
Sergio Postigo,ESP,Levante,33.0,848,0.0,0,0,444,18,3
Darío Poveda,ESP,Getafe,25.0,380,0.24,1,0,142,3,0
José Pozo,ESP,Rayo Vallecano,26.0,72,0.0,0,0,67,1,0
Abdón Prats,ESP,Mallorca,29.0,641,0.42,3,0,248,1,3
Alejandro Primo,ESP,Levante,17.0,90,0.0,0,0,27,0,0
Javi Puado,ESP,Espanyol,24.0,2245,0.2,4,1,908,25,5
Pubill,ESP,Levante,18.0,512,0.18,0,1,340,7,1
Antonio Puertas,ESP,Granada,30.0,2261,0.27999999999999997,6,1,987,11,4
Riqui Puig,ESP,Barcelona,22.0,487,0.19,1,0,509,5,0
Quini,ESP,Granada,32.0,2304,0.04,0,1,1254,54,11
Dani Raba,ESP,Granada,26.0,26,0.0,0,0,16,2,0
Dani Raba,ESP,Villarreal,26.0,89,0.0,0,0,63,2,1
Antonio Raillo,ESP,Mallorca,30.0,1530,0.12,2,0,792,27,8
Jonás Ramalho,ESP,Osasuna,28.0,243,0.0,0,0,163,10,0
Sandro Ramírez,ESP,Getafe,26.0,1462,0.19,3,0,632,5,7
Sergio Ramos,ESP,Paris S-G,36.0,801,0.22,2,0,892,9,3
Raúl,ESP,Betis,21.0,1,0.0,0,0,0,0,0
David Raya,ESP,Brentford,26.0,2160,0.0,0,0,1111,0,1
Lluís Recasens,ESP,Espanyol,20.0,45,0.0,0,0,17,1,0
Sergio Reguilón,ESP,Tottenham,25.0,1916,0.23,2,3,1252,42,4
Manolo Reina,ESP,Mallorca,37.0,1890,0.0,0,0,678,0,5
Pepe Reina,ESP,Lazio,39.0,1350,0.07,0,1,555,0,3
Álex Remiro,ESP,Real Sociedad,27.0,3150,0.0,0,0,1330,0,1
Nico Ribaudo,ESP,Espanyol,21.0,1116,0.16,2,0,587,9,5
Diego Rico,ESP,Real Sociedad,29.0,1644,0.0,0,0,1366,48,4
Sergio Rico,ESP,Paris S-G,28.0,23,0.0,0,0,9,0,0
Sergio Rico,ESP,Mallorca,28.0,1260,0.0,0,0,385,0,0
Luis Rioja,ESP,Alavés,28.0,3111,0.12,1,3,1345,48,3
Rober,ESP,Levante,27.0,2010,0.04,1,0,1271,56,5
Sergi Roberto,ESP,Barcelona,30.0,400,0.68,2,1,302,2,1
Marc Roca,ESP,Bayern Munich,25.0,379,0.0,0,0,343,8,0
Rubén Rochina,ESP,Granada,31.0,743,0.48,1,3,500,12,3
Rodri,ESP,Manchester City,25.0,2884,0.28,7,2,3102,40,5
Rodrigo,ESP,Leeds United,31.0,2265,0.27999999999999997,6,1,1175,19,9
Rodrigo,ESP,Betis,22.0,881,0.30000000000000004,1,2,523,3,1
Óscar Rodríguez Arnaiz,ESP,Sevilla,23.0,417,0.0,0,0,276,9,1
Óscar Rodríguez Arnaiz,ESP,Getafe,23.0,943,0.1,0,1,542,23,2
Ángel Rodríguez,ESP,Mallorca,35.0,1544,0.29000000000000004,3,2,468,5,4
Dani Rodríguez,ESP,Mallorca,33.0,2832,0.2,3,3,1388,34,7
Leonardo Román,ESP,Mallorca,21.0,180,0.0,0,0,77,0,0
Iván Romero,ESP,Sevilla,21.0,178,0.0,0,0,63,3,0
Oriol Romeu,ESP,Southampton,30.0,2889,0.12,2,2,1997,67,9
Unai Ropero,ESP,Alavés,20.0,12,0.0,0,0,5,0,0
Rubén,ESP,Espanyol,21.0,150,0.59,0,1,88,2,0
Aitor Ruibal,ESP,Betis,26.0,856,0.0,0,0,475,16,6
Fabián Ruiz Peña,ESP,Napoli,26.0,2384,0.41000000000000003,7,4,2442,43,2
Isma Ruiz,ESP,Granada,21.0,283,0.0,0,0,153,7,1
Víctor Ruiz,ESP,Betis,33.0,1424,0.0,0,0,1057,42,2
Salvi,ESP,Cádiz,31.0,1395,0.19,2,1,507,8,3
Fede San Emeterio,ESP,Cádiz,25.0,830,0.0,0,0,406,8,3
Oihan Sancet,ESP,Athletic Club,22.0,1422,0.63,6,4,684,7,2
Antonio Sánchez,ESP,Mallorca,25.0,1616,0.06,1,0,941,39,3
Germán Sánchez,ESP,Granada,35.0,2209,0.12,2,1,1301,35,10
Juan Sánchez,ESP,Sevilla,18.0,5,0.0,0,0,3,0,1
Manuel Sánchez,ESP,Osasuna,21.0,2257,0.16,1,3,1432,33,6
Robert Sánchez,ESP,Brighton,24.0,3329,0.0,0,0,1594,0,3
Oier Sanjurjo,ESP,Osasuna,36.0,758,0.12,1,0,381,2,3
Jesús Santiago,ESP,Valencia,18.0,82,0.0,0,0,44,0,0
Sergio Santos,ESP,Real Madrid,21.0,11,0.0,0,0,9,0,0
Alvaro Sanz,ESP,Barcelona,21.0,29,0.0,0,0,17,1,0
Pablo Sarabia,ESP,Paris S-G,30.0,22,5.0,1,0,28,0,1
Joan Sastre Vanrell,ESP,Mallorca,25.0,258,0.0,0,0,142,7,1
Valentino Scotta,ESP,Sevilla,20.0,1,0.0,0,0,0,0,0
Javier Serrano,ESP,Atlético Madrid,19.0,68,0.0,0,0,49,0,1
Nicolás Serrano,ESP,Athletic Club,19.0,317,0.29,1,0,189,6,0
Salva Sevilla,ESP,Mallorca,38.0,1507,0.48,5,3,1115,21,2
David Silva,ESP,Real Sociedad,36.0,1720,0.31,2,4,1235,14,4
Unai Simón,ESP,Athletic Club,24.0,3060,0.0,0,0,979,0,3
Antonio Sivera,ESP,Alavés,25.0,277,0.0,0,0,114,0,1
Rubén Sobrino,ESP,Cádiz,29.0,1861,0.24,4,1,800,29,4
Rubén Sobrino,ESP,Valencia,29.0,14,0.0,0,0,4,0,0
Alex Sola,ESP,Real Sociedad,22.0,41,0.0,0,0,30,1,0
Roberto Soldado,ESP,Levante,37.0,664,0.6799999999999999,3,2,208,3,7
Carlos Soler,ESP,Valencia,25.0,2474,0.5800000000000001,11,5,1229,18,4
Son,ESP,Levante,28.0,1971,0.05,1,0,1270,36,5
David Soria,ESP,Getafe,29.0,3414,0.0,0,0,1275,0,4
Alberto Soro,ESP,Granada,23.0,578,0.0,0,0,273,7,0
Hugo Sotelo,ESP,Celta Vigo,18.0,2,0.0,0,0,0,0,0
Denis Suárez,ESP,Celta Vigo,28.0,2819,0.29000000000000004,4,5,2315,21,4
Mario Suárez,ESP,Rayo Vallecano,35.0,712,0.0,0,0,406,18,2
Suso,ESP,Sevilla,28.0,384,0.23,0,1,226,1,0
Tachi,ESP,Alavés,24.0,239,0.0,0,0,111,5,1
Cristian Tello,ESP,Betis,30.0,819,0.44,2,2,483,11,2
Marc Tenas,ESP,Alavés,20.0,54,0.0,0,0,35,0,2
David Timor,ESP,Getafe,32.0,341,0.0,0,0,205,4,2
Raúl de Tomás,ESP,Espanyol,27.0,2914,0.61,17,3,1146,9,7
Raúl Torrente,ESP,Granada,21.0,1282,0.0,0,0,754,19,5
Ferrán Torres,ESP,Manchester City,22.0,303,0.8799999999999999,2,1,103,1,0
Ferrán Torres,ESP,Barcelona,22.0,1412,0.5,4,4,783,8,1
Óliver Torres,ESP,Sevilla,27.0,1008,0.45,2,3,772,9,2
Pau Torres,ESP,Villarreal,25.0,2855,0.19,5,1,2271,46,5
Roberto Torres,ESP,Osasuna,33.0,809,0.44,2,2,519,12,3
Lucas Torró,ESP,Osasuna,27.0,2725,0.03,1,0,1641,74,10
Adama Traoré,ESP,Barcelona,26.0,382,0.48,0,2,233,5,0
Adama Traoré,ESP,Wolves,26.0,1067,0.08,1,0,496,4,0
Manu Trigueros,ESP,Villarreal,30.0,2178,0.42000000000000004,6,4,1467,12,3
Beñat Turrientes,ESP,Real Sociedad,20.0,207,0.0,0,0,120,2,1
Álvaro Vadillo,ESP,Espanyol,27.0,7,0.0,0,0,11,0,1
Óscar Valentín,ESP,Rayo Vallecano,27.0,2569,0.0,0,0,1670,82,8
Germán Valera,ESP,Real Sociedad,20.0,51,0.0,0,0,33,0,0
Jesús Vallejo,ESP,Real Madrid,25.0,341,0.0,0,0,258,5,1
Manu Vallejo,ESP,Alavés,25.0,370,0.48,1,1,164,7,0
Manu Vallejo,ESP,Valencia,25.0,98,0.0,0,0,55,0,3
José Luis García Vayá,ESP,Levante,23.0,2012,0.0,0,0,1467,40,9
Jesus Vazquez,ESP,Valencia,19.0,813,0.0,0,0,476,15,0
Kevin Vázquez,ESP,Celta Vigo,29.0,1334,0.07,0,1,1064,39,3
Lucas Vázquez,ESP,Real Madrid,30.0,1833,0.15,3,0,1784,29,3
Gabriel Veiga,ESP,Celta Vigo,20.0,108,0.0,0,0,90,3,0
Unai Vencedor Paris,ESP,Athletic Club,21.0,2383,0.0,0,0,1538,25,4
Gonzalo Verdú,ESP,Elche,33.0,1397,0.0,0,0,852,23,11
Mikel Vesga,ESP,Athletic Club,29.0,1358,0.13,2,0,883,28,7
Aleix Vidal,ESP,Espanyol,32.0,1901,0.09,2,0,1293,51,10
Nacho Vidal,ESP,Osasuna,27.0,2902,0.03,0,1,1922,58,9
Dídac Vilà,ESP,Espanyol,32.0,203,0.0,0,0,117,5,3
Daniel Villahermosa,ESP,Espanyol,21.0,23,0.0,0,0,10,0,0
Asier Villalibre,ESP,Athletic Club,24.0,548,0.33,2,0,205,0,0
Gonzalo Villar,ESP,Getafe,24.0,298,0.3,0,1,181,3,0
Vitolo,ESP,Getafe,32.0,221,0.0,0,0,141,1,0
Daniel Vivian,ESP,Athletic Club,22.0,1986,0.14,2,1,1174,38,2
Iñaki Williams,ESP,Athletic Club,27.0,2777,0.42000000000000004,8,5,1061,4,4
Nico Williams,ESP,Athletic Club,19.0,1337,0.0,0,0,698,12,4
Gerard Yepes,ESP,Sampdoria,19.0,21,0.0,0,0,28,1,0
Joseba Zaldúa,ESP,Real Sociedad,29.0,1172,0.0,0,0,762,12,6
Oier Zarraga,ESP,Athletic Club,23.0,1166,0.08,1,0,628,18,5
Igor Zubeldia,ESP,Real Sociedad,25.0,1648,0.05,0,1,1194,31,7
Martín Zubimendi,ESP,Real Sociedad,23.0,2591,0.1,2,1,1724,50,4
Michel Aebischer,SUI,Bologna,25.0,443,0.0,0,0,284,5,1
Manuel Akanji,SUI,Dortmund,26.0,2261,0.04,1,0,2201,47,3
Valon Behrami,SUI,Genoa,37.0,311,0.0,0,0,95,5,3
Loris Benito,SUI,Bordeaux,30.0,61,0.0,0,0,61,2,0
Cédric Brunner,SUI,Arminia,28.0,2183,0.04,0,1,1421,63,6
Roman Bürki,SUI,Dortmund,31.0,90,0.0,0,0,23,0,0
Eray Cömert,SUI,Valencia,24.0,408,0.0,0,0,222,6,2
Saulo Decarli,SUI,Bochum,30.0,9,0.0,0,0,8,0,0
Nico Elvedi,SUI,M'Gladbach,25.0,2430,0.04,1,0,1979,59,3
Breel Embolo,SUI,M'Gladbach,25.0,2166,0.49,9,3,948,11,3
Edimilson Fernandes,SUI,Arminia,26.0,283,0.0,0,0,156,2,0
Remo Freuler,SUI,Atalanta,30.0,2369,0.15,1,3,1982,48,10
Nicolas Haas,SUI,Empoli,26.0,1001,0.18,0,2,602,10,3
Silvan Hefti,SUI,Genoa,24.0,1288,0.0,0,0,731,36,1
Marwin Hitz,SUI,Dortmund,34.0,405,0.0,0,0,189,0,0
Cedric Itten,SUI,Greuther Fürth,25.0,635,0.28,2,0,241,2,1
Gregor Kobel,SUI,Dortmund,24.0,2565,0.0,0,0,1106,0,0
Jordan Lotomba,SUI,Nice,23.0,1782,0.0,0,0,1190,21,4
Kevin Mbabu,SUI,Wolfsburg,27.0,1391,0.0,0,0,1121,38,4
Admir Mehmedi,SUI,Wolfsburg,31.0,4,0.0,0,0,0,0,0
Dan Ndoye,SUI,Nice,21.0,205,0.43,0,1,82,0,0
Jonas Omlin,SUI,Montpellier,28.0,2587,0.0,0,0,1173,0,0
Ricardo Rodríguez,SUI,Torino,29.0,2473,0.04,0,1,1673,51,3
Fabian Schär,SUI,Newcastle Utd,30.0,2158,0.16,2,2,1223,75,4
Xherdan Shaqiri,SUI,Lyon,30.0,679,0.67,2,3,413,3,0
Yann Sommer,SUI,M'Gladbach,33.0,2970,0.03,0,1,1558,0,2
Djibril Sow,SUI,Eint Frankfurt,25.0,2415,0.18,2,3,1508,70,5
Renato Steffen,SUI,Wolfsburg,30.0,967,0.09,0,1,554,17,6
Ruben Vargas,SUI,Augsburg,23.0,1984,0.19,1,3,895,34,4
Silvan Widmer,SUI,Mainz 05,29.0,2920,0.27,4,5,1817,46,1
Granit Xhaka,SUI,Arsenal,29.0,2327,0.12,1,2,1763,31,10
Denis Zakaria,SUI,Juventus,25.0,597,0.3,1,1,248,14,1
Denis Zakaria,SUI,M'Gladbach,25.0,1395,0.19,2,1,997,37,4
Andi Zeqiri,SUI,Augsburg,22.0,1016,0.27,2,1,341,10,2
Dylan Bronn,TUN,Metz,26.0,2545,0.11000000000000001,1,2,1420,59,10
Jeremy Dudziak,TUN,Greuther Fürth,26.0,1134,0.16,2,0,490,16,1
Ismaël Gharbi,TUN,Paris S-G,18.0,2,0.0,0,0,0,0,0
Wajdi Kechrida,TUN,Salernitana,26.0,952,0.09,0,1,421,8,0
Saîf-Eddine Khaoui,TUN,Clermont Foot,27.0,927,0.1,1,0,518,18,1
Wahbi Khazri,TUN,Saint-Étienne,31.0,2225,0.4,10,0,967,22,6
Hannibal Mejbri,TUN,Manchester Utd,19.0,68,0.0,0,0,30,1,2
Ellyes Skhiri,TUN,Köln,27.0,1820,0.25,4,1,1193,45,3
Yoann Touzghar,TUN,Troyes,35.0,1457,0.25,4,0,414,3,0
Max Aarons,ENG,Norwich City,22.0,2881,0.06,0,2,1857,56,8
Tammy Abraham,ENG,Roma,24.0,3084,0.62,17,4,1110,15,9
Marc Albrighton,ENG,Leicester City,32.0,1132,0.24,1,2,687,25,3
Trent Alexander-Arnold,ENG,Liverpool,23.0,2853,0.44,2,12,3008,76,2
Dele Alli,ENG,Everton,26.0,338,0.0,0,0,229,10,3
Dele Alli,ENG,Tottenham,26.0,657,0.14,1,0,331,17,1
Cameron Archer,ENG,Aston Villa,20.0,27,0.0,0,0,12,1,0
Adam Armstrong,ENG,Southampton,25.0,1413,0.26,2,2,488,9,1
Luke Ayling,ENG,Leeds United,30.0,2272,0.16,2,2,1863,54,4
Folarin Balogun,ENG,Arsenal,20.0,70,0.0,0,0,22,0,0
Patrick Bamford,ENG,Leeds United,28.0,559,0.64,2,2,175,3,2
Ross Barkley,ENG,Chelsea,28.0,179,0.5,1,0,151,2,0
Ashley Barnes,ENG,Burnley,32.0,808,0.11,1,0,311,6,4
Harvey Barnes,ENG,Leicester City,24.0,2101,0.69,6,10,1069,10,2
Lewis Bate,ENG,Leeds United,19.0,146,0.0,0,0,80,5,0
Jude Bellingham,ENG,Dortmund,18.0,2790,0.36,3,8,2040,44,9
Keanan Bennetts,ENG,M'Gladbach,23.0,50,0.0,0,0,32,0,1
Ryan Bertrand,ENG,Leicester City,32.0,337,0.0,0,0,231,3,1
Luis Binks,ENG,Bologna,20.0,646,0.0,0,0,408,21,3
Jarrod Bowen,ENG,West Ham,25.0,2983,0.6599999999999999,12,10,1276,38,6
Jarrad Branthwaite,ENG,Everton,19.0,388,0.23,1,0,154,8,0
Josh Brownhill,ENG,Burnley,26.0,2955,0.15,2,3,1523,79,10
Lewis Brunt,ENG,Leicester City,21.0,24,0.0,0,0,22,0,0
Dan Burn,ENG,Brighton,30.0,1022,0.09,1,0,768,32,4
Dan Burn,ENG,Newcastle Utd,30.0,1440,0.06,0,1,781,29,4
Jack Butland,ENG,Crystal Palace,29.0,765,0.0,0,0,295,0,0
